house_id,location,sqft,bedrooms,bathrooms,age_years,garage,has_pool,lot_size,renovated,sale_year,sale_month,school_rating,distance_to_city_km,price
305,Lakeside,1510,3,2.5,60,2,0,8322,0,2024,12,8,2.1,390929
660,Downtown,1083,4,3.5,64,1,0,11606,0,2026,7,1,3.1,319630
999,Downtown,1134,5,3,38,2,0,7230,1,2022,7,1,4.5,319669
237,West End,2121,3,2.5,18,3,0,6623,0,2025,12,7,2.9,390096
481,Downtown,2710,3,2.5,65,0,0,,0,2025,5,10,2.5,575226
513,Downtown,2059,5,3,52,1,0,6494,0,2026,7,1,28.1,467035
992,Hillcrest,1674,3,1,58,1,0,4563,0,2026,6,6,11.4,294449
346,North Ridge,1548,5,2.5,79,1,0,4525,0,2023,3,1,11.4,275614
134,Lakeside,1081,2,3,15,3,0,7241,1,2022,7,3,7,287362
679,Downtown,1946,3,1,27,3,0,5261,0,2022,6,5,5.8,431920
1154,Lakeside,1200,3,1.5,11,1,0,7850,0,2024,12,5,7.5,276965
823,Old Town,2084,2,2.5,48,1,0,1000,0,2026,9,2,0.5,232708
1163,Green Valley,1213,2,2,37,1,0,8179,0,2025,10,3,6.8,216118
947,North Ridge,2885,3,2,68,0,0,,0,2024,4,9,1.3,483953
673,West End,1409,3,2.5,28,2,0,4247,0,2023,10,8,17.1,247063
482,West End,2401,3,2,72,,0,7450,0,2024,5,6,3.2,375438
1124,West End,2094,4,1.5,11,1,1,5783,0,2025,8,5,13.2,352242
1060,North Ridge,1273,3,1.5,77,3,0,8260,0,2022,9,3,3,241100
939,Old Town,2638,5,2.5,16,1,0,4604,0,2024,10,8,36.9,345123
770,Hillcrest,401,1,3,17,2,0,6847,0,2026,1,10,18.3,157143
1168,Old Town,1931,4,2,48,0,0,2236,1,2025,1,5,1.7,254205
1125,Old Town,1109,2,1.5,12,0,1,4957,0,2026,3,7,7.8,216931
474,North Ridge,1357,4,2.5,12,2,0,4746,0,2024,9,2,13,311745
66,Green Valley,1961,4,2.5,49,1,0,2631,0,2026,1,3,6.9,287485
473,Downtown,1639,3,2,32,2,0,7136,0,2026,3,7,14.3,471851
831,Downtown,1039,2,2.5,52,2,0,2617,0,2024,1,4,2.9,253650
1144,North Ridge,1405,3,1,65,2,0,7641,0,2022,10,3,7.8,216300
847,Lakeside,1782,4,1.5,61,1,1,2721,0,2024,8,1,0.7,384977
538,Old Town,2562,4,1,34,2,0,8286,0,2024,4,10,8.2,352105
1033,Downtown,1229,3,3,67,3,0,7701,0,2024,10,9,0.5,315953
383,Hillcrest,1819,4,1.5,74,1,0,7993,0,2024,3,8,1,314839
633,Downtown,1385,3,3,32,1,0,4418,0,2024,4,5,30.3,310796
492,Green Valley,1928,4,3,54,2,0,2733,0,2026,6,9,17.8,287842
202,North Ridge,688,3,3.5,55,1,0,8983,0,2026,1,5,17.9,206773
1162,Old Town,1784,4,3,69,0,1,5908,1,2024,4,2,26.6,231882
1136,Green Valley,1608,2,1.5,55,2,0,5389,0,2025,5,10,3.9,229466
531,Downtown,1393,6,1.5,25,1,0,5962,1,2023,12,,3.7,379105
351,Old Town,1685,2,2,26,2,1,9316,1,2026,12,5,0.9,252146
263,Old Town,2047,2,1.5,6,3,0,5944,1,2022,9,6,6.6,308481
972,Hillcrest,3463,4,2,29,1,0,3783,0,2023,3,6,2.6,517536
143,Downtown,1779,4,3,63,1,1,6119,1,2025,8,7,3,488561
330,North Ridge,1455,2,2.5,60,1,0,10377,0,2024,7,1,1.4,315126
510,Downtown,1135,6,2,18,2,0,10501,0,2024,6,7,4.7,382050
828,Downtown,2407,3,2,43,2,0,10823,1,2026,3,10,32.8,564169
893,Green Valley,2096,2,1,48,0,0,9841,0,2026,12,6,15.3,272266
109,Hillcrest,1836,3,1,24,2,0,7489,0,2023,10,1,17.3,314748
402,Downtown,1133,2,1,8,0,0,7712,1,2026,5,9,3.3,378771
815,Old Town,1897,4,3,14,1,0,,0,2025,4,2,7.3,258997
89,Green Valley,644,2,3,14,2,0,6467,0,2022,11,4,3.1,143190
560,Old Town,2353,2,1,11,1,0,5036,0,2022,1,1,11.3,272769
579,DOWNTOWN  ,2396,6,,53,1,0,6482,1,2026,7,2,5,565376
28,West End,1668,3,2,74,2,0,5928,1,2024,3,1,3.6,239582
651,North Ridge,2293,1,3,39,0,0,4940,0,2025,7,2,4.2,392356
149,Green Valley,400,5,1.5,17,1,0,8915,0,2022,9,10,18.3,167803
948,West End,2057,4,2.5,38,1,0,5391,1,2026,2,2,19.2,331742
483,West End,1839,3,2.5,78,1,0,7226,0,2025,1,3,6.4,272012
539,Hillcrest,2153,3,2.5,13,1,0,5444,0,2025,5,8,1.6,357995
281,Hillcrest,2410,3,1,21,2,0,3746,0,2024,2,4,12.5,372072
991,Lakeside,1058,2,1.5,46,2,0,5146,0,2022,7,7,15.1,252600
871,North Ridge,2099,2,1,77,2,0,6938,0,2024,1,8,17.4,352131
488,North Ridge,2213,3,3,19,2,0,6707,0,2025,1,5,8.6,430141
846,North Ridge,1697,3,2,77,,0,10202,1,2026,8,8,6.3,395394
613,Downtown,2849,5,2,47,1,0,8625,0,2024,12,9,3.6,628386
218,Old Town,2439,5,1.5,61,1,0,5930,0,2023,5,6,21.2,263465
91,West End,2225,2,1.5,35,0,1,5001,0,2023,8,10,2,351553
777,Hillcrest,2397,3,1,44,1,0,10148,0,2024,8,2,10.2,363739
160,Lakeside,2627,3,2.5,27,2,1,2329,0,2023,10,7,0.8,550502
299,Lakeside,1853,5,2.5,78,2,0,7956,1,2023,12,2,0.5,381369
998,Hillcrest,2210,4,2.5,17,2,0,4763,1,2023,8,5,2.4,412353
311,Hillcrest,926,4,2,77,2,1,3046,0,2023,5,3,1.2,153027
1088,Old Town,2856,2,2.5,58,3,0,4567,0,2023,9,1,5.8,335229
839,Hillcrest,839,3,1.5,16,2,0,9441,0,2022,7,3,9.1,199872
982,Downtown,1442,4,1,59,2,0,9197,0,2022,3,10,27.6,318658
578,Old Town,501,2,3,13,2,0,4698,0,2026,7,3,28.9,63098
81,DOWNTOWN  ,2292,3,1,23,0,0,8933,0,2025,1,,1.2,504336
656,West End,1618,3,1.5,57,0,0,4898,0,2026,1,8,7.3,274075
881,Old Town,1120,3,2,60,2,0,5080,0,2023,3,9,5.6,171227
852,Downtown,2913,6,2,6,2,0,5961,0,2024,12,5,2.7,681606
187,Green Valley,968,5,2,6,,0,9352,0,2026,2,3,0.6,216326
576,Old Town,1748,4,1.5,35,2,0,7755,0,2025,8,3,7.1,228456
229,Hillcrest,1403,3,3,16,0,0,3738,0,2025,5,9,30.4,246647
687,Old Town,1344,2,2,22,2,1,3916,0,2026,7,8,12.9,234170
136,West End,1838,3,2,36,0,1,8808,0,2026,6,3,2.5,312778
460,West End,2294,4,2.5,44,2,0,5495,1,2026,9,6,5.4,391573
969,North Ridge,808,4,2,56,2,1,,0,2026,10,2,3.3,263377
310,North Ridge,1617,3,1,79,0,1,7658,0,2026,2,5,4.3,314936
409,Downtown,2818,3,2,25,1,0,6766,0,2026,5,6,11.5,641795
259,North Ridge,1752,3,3,42,3,0,7943,0,2025,10,1,17.8,344953
196,Old Town,2517,3,1.5,77,1,0,5574,0,2026,11,7,15.8,270869
249,Downtown,1392,3,2,52,3,1,1856,0,2024,2,3,24.1,298624
603,West End,2215,2,1,20,2,0,8352,0,2024,8,3,12,342224
7,Green Valley,742,4,2.5,79,2,0,4564,0,2024,2,9,0.8,150284
1150,Old Town,2155,3,2.5,56,2,0,9516,1,2023,7,7,4.1,1615356
127,Hillcrest,400,2,1.5,3,0,0,8932,0,2025,10,8,13.3,119241
712,Hillcrest,910,3,2.5,25,0,0,2487,0,2026,10,9,0.5,185461
275,Hillcrest,1097,5,2.5,18,2,0,2615,0,2025,1,2,10.4,195680
1193,Old Town,400,2,,44,0,0,8518,0,2024,6,7,6.7,73139
1052,Old Town,985,5,2,33,2,0,11230,0,2025,11,6,9.1,198307
48,Downtown,1145,3,1.5,0,1,1,3800,1,2022,11,3,3.8,326878
1061,OLD TOWN  ,1930,4,3,69,1,0,9072,1,2026,4,5,1.7,256651
693,Old Town,1333,2,2.5,12,0,0,6163,1,2026,6,3,6.2,165002
95,West End,3390,3,3.5,61,1,0,10434,0,2023,9,10,5.8,488630
522,Green Valley,1502,3,1,68,3,0,11029,0,2026,6,4,6.4,239776
1152,West End,1562,4,3.5,79,2,0,4297,0,2026,7,1,3.4,244334
1114,North Ridge,2469,2,2,66,1,0,4114,0,2024,6,2,6.6,420315
1010,West End,1072,1,1,8,2,1,7503,0,2025,2,3,1.6,216607
970,Hillcrest,2621,5,3,11,3,0,6713,0,2025,6,7,20.2,468221
642,North Ridge,3289,3,1.5,51,2,0,10363,0,2026,3,6,0.5,607737
710,Lakeside,3237,4,2,3,2,0,3171,0,2024,3,6,2.1,689048
1155,Lakeside,2850,4,3,70,1,0,7919,1,2025,1,6,2.6,573858
121,North Ridge,1582,4,3.5,49,2,1,10754,0,2026,8,3,4.8,375634
708,Hillcrest,1704,4,2,69,2,0,5895,0,2023,10,9,10.9,311259
341,Lakeside,1932,3,2,41,1,0,7618,1,2025,5,7,7,451649
20,Downtown,1425,3,2.5,23,2,1,8102,1,2026,8,5,19.2,412285
88,Old Town,991,1,1.5,26,2,0,8556,0,2026,2,9,3.8,176699
825,Lakeside,2417,4,2,54,3,0,6575,0,2025,11,6,0.9,512353
203,Green Valley,924,4,2,50,2,0,13653,0,2025,5,4,2.4,202085
495,West End,2928,2,3,65,1,0,8149,1,2023,5,,18.2,432084
1134,Lakeside,1570,3,2,10,2,0,3441,0,2025,3,10,3.5,411836
829,Lakeside,912,3,1,30,2,0,7714,0,2023,5,4,2.2,208445
480,Hillcrest,2172,3,2.5,39,2,1,7711,1,2026,10,10,9.1,436128
102,Hillcrest,2106,3,1,33,2,0,9456,1,2023,11,3,18.4,328342
743,North Ridge,2150,4,1,52,1,0,4705,0,2026,10,3,6,371137
212,Lakeside,1164,3,1.5,46,2,0,8385,0,2025,11,,2.4,296952
420,Green Valley,1433,4,2,32,3,0,6936,1,2022,1,9,6.8,233172
791,Green Valley,1784,3,,38,1,0,5670,0,2024,12,8,14,260224
936,Green Valley,656,3,3,58,1,0,9153,1,2026,7,2,19,107321
684,North Ridge,2153,4,2,25,,0,7259,0,2023,9,2,24.9,341626
549,West End,1496,3,3,66,2,0,9420,0,2025,7,6,1.5,271430
648,Old Town,2167,3,1,32,1,0,6540,1,2023,6,6,7.9,277112
217,Hillcrest,1966,3,1.5,59,2,0,10018,0,2024,9,5,12.3,337891
1070,Old Town,1856,3,2,47,2,1,6683,0,2025,4,2,11.1,250147
843,Old Town,1878,2,2,29,1,0,5850,0,2026,12,10,7.5,275139
899,Hillcrest,2794,4,2,70,1,0,4712,0,2026,1,1,0.5,409663
784,West End,1309,4,3,68,2,0,1000,1,2023,2,5,0.5,203826
42,Old Town,3149,2,1,71,1,0,7214,0,2026,1,3,11,359231
260,West End,2203,1,1.5,16,2,0,4848,0,2022,3,4,0.5,297023
1132,Downtown,2012,4,1,2,2,0,10246,0,2026,4,4,7,524483
1022,Lakeside,2952,2,2.5,27,2,0,4469,0,2022,11,6,21.4,568634
701,North Ridge,1028,3,3,49,0,0,9730,1,2023,6,10,3.9,283726
155,North Ridge,885,3,1,26,1,0,7069,0,2025,5,1,5.7,190832
813,Old Town,1661,3,2,56,1,0,2426,0,2026,4,3,1.9,198992
900,North Ridge,2130,1,2.5,57,0,0,4765,0,2023,1,1,11.6,310700
112,North Ridge,2794,3,1.5,7,1,0,3036,0,2023,10,10,0.5,530113
914,Lakeside,1421,2,3,18,3,0,8254,0,2026,10,10,8.9,370492
289,Hillcrest,2616,3,,44,1,0,10656,0,2022,3,2,5.7,422469
302,West End,2716,5,3.5,63,1,1,7051,0,2025,6,5,5.8,457603
205,Downtown,1911,3,2,19,2,0,3661,0,2023,1,4,2.4,450883
913,North Ridge,2359,3,2,56,2,0,8570,1,2026,7,8,0.5,481959
993,West End,1334,3,1,61,2,0,4008,0,2023,2,3,7.4,190657
817,Downtown,1401,2,2,67,2,1,9296,0,2024,8,9,20.2,351840
944,DOWNTOWN  ,1247,2,2,61,1,0,6747,0,2024,7,10,3.8,304273
624,Downtown,1882,4,1.5,56,0,0,6386,1,2025,1,9,9.9,456346
580,Green Valley,2025,2,2,20,1,0,3684,0,2026,9,6,20.9,299119
1019,Green Valley,1040,2,1.5,38,2,0,8386,0,2023,5,10,1.2,169690
907,Lakeside,3137,2,3.5,27,1,0,5246,0,2023,6,2,13.1,624480
1028,Hillcrest,1996,2,1.5,22,3,0,6334,1,2026,6,6,4.3,377005
79,Downtown,1511,6,2,30,1,0,7249,0,2025,9,6,9,413695
766,Old Town,935,4,2,66,1,0,6491,0,2025,1,2,12.3,149443
877,Green Valley,924,4,2,57,1,0,4240,1,2024,2,2,13.9,105570
562,Hillcrest,1573,4,2,5,3,1,5359,0,2024,1,9,2.7,364643
61,Old Town,2020,2,3,43,1,0,2935,0,2022,12,6,6.6,259387
324,Hillcrest,2049,4,3.5,57,2,0,10362,0,2023,2,4,18.1,344231
387,Old Town,916,2,,28,2,0,8057,1,2024,5,1,10.8,123461
1072,Old Town,400,4,2,6,0,0,7733,0,2026,7,7,2.5,169400
496,Old Town,1929,1,1.5,77,2,0,5443,0,2024,7,6,2.9,226350
875,Downtown,1563,2,1.5,16,1,0,1825,1,2026,11,7,2.6,448421
1024,LAKESIDE  ,1503,4,2,65,0,0,8132,0,2024,7,9,9,337437
694,Green Valley,2382,4,2,4,2,0,2260,0,2025,12,7,10.1,353396
951,Hillcrest,2578,4,2,35,2,0,11719,0,2026,6,10,10.4,455734
990,Lakeside,2760,5,1,9,1,0,7221,0,2024,2,1,4.9,564938
1148,North Ridge,1472,2,2,31,2,0,11419,1,2026,2,10,25.2,325058
809,Downtown,1014,4,1,42,1,0,6001,0,2025,8,4,5.4,263701
63,WEST END  ,2211,2,1,74,2,0,9490,0,2023,7,5,22,291716
1011,North Ridge,1892,4,2,72,3,0,7112,0,2025,6,5,1.8,386213
968,North Ridge,655,2,2,41,2,0,10750,0,2026,6,2,8.3,182648
1166,Hillcrest,2572,4,2.5,71,,0,1000,0,2026,3,10,12.9,387963
100,Hillcrest,1946,4,2,12,2,0,2937,1,2024,4,3,11.3,354273
536,West End,1363,2,2,37,1,0,3160,0,2026,1,10,0.5,241673
1104,Lakeside,1366,4,,16,1,0,6457,0,2026,5,2,0.7,346578
77,Old Town,1625,2,2,62,,0,5420,1,2026,7,4,3.3,215098
758,West End,2056,4,2,11,1,0,5054,0,2024,2,8,3.1,378257
1171,Old Town,2181,2,3.5,21,1,0,,0,2025,6,3,3.3,282249
903,West End,1563,4,1.5,55,3,0,6753,1,2025,5,9,6.3,280171
528,North Ridge,775,4,2,2,1,0,4442,0,2026,9,9,28,208060
245,Old Town,2547,3,,64,3,0,7975,0,2025,8,7,3,327463
206,Downtown,1680,1,2.5,26,3,0,,0,2024,1,5,3.3,367837
816,West End,1581,3,3,26,1,0,8424,0,2023,9,8,20.7,245164
927,Green Valley,1456,2,2,69,3,0,,1,2025,8,4,23.6,192274
989,Hillcrest,1857,5,1.5,0,2,0,7296,1,2026,8,2,4.1,389492
371,North Ridge,2333,3,2.5,44,2,0,4735,0,2025,8,10,2.2,481406
221,North Ridge,603,3,2.5,74,3,0,11052,0,2026,9,1,14.5,197224
674,North Ridge,2008,5,1.5,2,1,0,5483,1,2024,10,8,2.2,427904
35,Lakeside,2019,3,1.5,77,2,0,4324,0,2022,8,9,10.9,399280
86,West End,3020,3,3,78,1,1,2541,0,2026,6,2,6.5,457225
157,Green Valley,1078,3,2,58,,0,7931,0,2026,10,1,2,173241
76,Lakeside,1468,1,3,13,0,0,8824,0,2023,4,1,3.5,319773
36,Hillcrest,1532,6,3.5,50,1,0,4800,0,2026,8,7,17.3,299241
836,North Ridge,400,3,2,36,1,0,8029,0,2025,6,6,4.5,170912
348,Lakeside,2017,6,1.5,31,3,0,8218,1,2026,1,4,3.8,502055
59,North Ridge,839,3,2,79,2,0,7507,0,2024,10,5,16.5,192332
582,West End,400,6,3,38,1,0,5442,1,2022,3,1,2.3,159308
1018,West End,1454,5,2,3,2,0,3475,0,2024,9,2,15.7,246931
240,Lakeside,2255,2,2,34,3,0,,0,2022,5,6,2.6,438113
195,Lakeside,1776,3,1.5,20,3,0,5090,0,2022,4,5,2.7,390219
1182,Hillcrest,2118,4,2.5,15,1,0,6906,0,2022,1,5,5.4,363597
617,Downtown,2573,3,2.5,51,1,0,8873,0,2024,5,7,2.1,590662
373,Green Valley,2493,2,2,16,3,0,5810,1,2025,8,3,3.5,369751
537,Green Valley,1783,4,1,71,1,0,2690,0,2026,8,5,2.7,250356
768,NORTH RIDGE  ,2130,1,3.5,60,2,0,4401,0,2026,3,2,0.5,400222
1105,Hillcrest,3018,4,1,35,1,0,10685,1,2023,1,8,17,493583
637,Green Valley,1353,3,2,71,2,0,1005,0,2024,7,2,2.5,169605
894,Hillcrest,3207,4,,35,2,0,6675,0,2025,2,8,39.7,521248
827,Green Valley,400,3,1,67,0,0,8960,0,2024,5,9,7.4,108274
521,Downtown,2895,2,2.5,2,1,0,4121,0,2024,6,5,13.3,606440
405,Downtown,2577,2,1.5,26,2,1,1815,1,2022,10,2,8.4,530178
1131,North Ridge,2177,3,1,34,2,0,,1,2026,12,10,6.8,450140
182,Downtown,2482,4,1.5,57,2,0,5683,0,2026,4,7,9,542382
9,West End,1969,4,2,16,2,0,12480,0,2026,2,6,4.1,356233
321,Old Town,1768,1,1.5,22,2,0,9119,0,2026,10,1,2.3,208232
349,North Ridge,2228,3,1.5,14,1,0,8308,0,2024,2,10,21.8,437368
530,Lakeside,2697,3,1.5,16,2,0,3248,0,2026,11,8,4.2,597108
429,Hillcrest,1770,6,3,71,0,0,4676,0,2024,7,3,2.7,280828
840,North Ridge,1919,3,1,36,1,0,4571,0,2023,2,8,4.2,365483
882,West End,2149,3,3,39,2,0,7294,1,2024,10,10,8.1,371494
577,Old Town,1851,5,3,75,2,0,5116,0,2026,1,10,0.5,279728
547,North Ridge,958,5,1.5,16,2,1,12124,0,2025,3,5,0.6,325849
597,West End,3362,3,1,50,1,0,6530,0,2026,9,5,0.5,501661
532,West End,2057,2,2,20,1,0,8982,0,2025,3,1,14,317293
1036,Lakeside,2039,4,2,6,2,1,8269,1,2025,5,10,5.7,548803
889,Old Town,1590,6,1,12,0,0,6290,0,2025,12,9,0.5,262971
423,Green Valley,2223,4,2,55,1,1,7692,0,2023,10,5,2.5,345874
135,Green Valley,3473,2,1,50,1,0,3273,0,2024,2,2,11.3,398984
973,Hillcrest,1433,2,1,74,1,1,2441,0,2025,7,1,5.1,187597
721,Downtown,1554,4,1.5,67,2,0,8425,0,2023,8,1,0.5,354591
865,Downtown,2282,3,1.5,9,1,0,4750,0,2024,7,5,0.5,535227
11,Hillcrest,2215,5,1.5,44,2,0,6306,0,2026,7,8,17.4,397652
427,North Ridge,808,4,2,54,3,0,3374,0,2026,4,7,6.4,204080
350,Downtown,3107,3,2,61,3,0,10613,0,2026,11,5,1.9,669776
608,Hillcrest,1310,4,1.5,58,2,1,4321,0,2023,1,3,14.1,244084
928,Hillcrest,2181,4,1,76,2,0,4546,0,2025,8,5,8.1,337569
391,Old Town,1600,3,1.5,17,1,0,7367,0,2026,9,6,3.6,223292
396,Old Town,1981,3,3.5,13,,1,4135,0,2026,10,8,2,331445
105,Old Town,2836,3,3.5,77,1,0,5581,1,2026,10,7,7.6,372415
845,Hillcrest,2578,3,2,17,2,1,4165,0,2023,2,9,0.5,430128
863,Green Valley,3202,4,2.5,68,1,0,2345,0,2025,12,2,3.4,407650
958,Lakeside,2073,3,2.5,75,2,0,8397,1,2025,2,1,5,416806
837,Old Town,1445,4,2,20,2,0,8688,1,2024,1,2,1,243133
436,North Ridge,2526,4,2,60,0,0,5031,1,2026,11,6,0.5,466201
1153,West End,1545,4,2.5,24,2,0,14691,1,2025,8,2,3.7,348181
1108,West End,2633,4,2,51,1,0,4997,0,2024,12,2,12.1,359191
419,Green Valley,1958,2,2,16,0,0,5829,0,2026,4,6,8.6,305616
700,Green Valley,3194,2,1,52,2,0,5716,0,2024,9,8,0.5,425623
140,Downtown,1706,3,2,56,0,0,6707,0,2025,4,3,22.1,362938
775,Old Town,1853,4,2.5,3,1,0,7982,0,2025,3,1,9,253512
166,Old Town,2263,3,3.5,33,2,0,6125,0,2026,4,4,4.4,315838
227,North Ridge,1921,6,1,29,1,0,2139,0,2026,8,3,2.4,408490
888,West End,2776,4,1.5,32,2,0,2369,0,2026,4,3,8.1,438014
181,Green Valley,1460,4,1,29,3,0,8757,0,2024,3,1,6.9,225878
192,Green Valley,1737,4,2.5,48,2,0,6152,0,2023,11,2,22.2,263980
307,Hillcrest,2827,4,3.5,54,2,0,6412,1,2026,7,,19,490485
842,Old Town,2177,3,3.5,18,0,0,9991,0,2023,9,7,0.9,284270
464,West End,1769,3,1.5,67,3,0,8959,0,2026,1,1,3.1,326796
932,West End,2906,2,,6,2,1,8218,0,2023,2,2,0.5,411939
891,Lakeside,2663,1,2,61,2,0,7950,0,2023,12,2,3.6,474828
772,Green Valley,3420,6,2,34,2,0,7818,0,2024,7,8,32.4,494553
672,Downtown,933,2,1.5,12,2,0,,0,2025,6,6,23.6,257435
954,West End,1810,1,2.5,3,1,0,8659,1,2023,11,7,5.1,306805
1045,Green Valley,2279,4,3,73,2,0,6478,1,2023,5,,3.5,374685
243,Downtown,3464,3,2.5,69,2,0,3904,1,2024,6,8,4.4,737183
18,Green Valley,1550,3,2.5,24,2,1,8752,0,2023,9,8,1.4,269663
937,Old Town,2290,3,2,19,1,0,4752,1,2024,1,4,25.5,302477
326,West End,2120,1,2,30,1,0,9667,0,2023,7,2,0.5,328925
695,Lakeside,1608,1,2,74,2,0,5783,0,2025,7,5,2,300302
685,Lakeside,1832,4,2,75,1,0,5259,0,2025,11,7,2.8,401528
208,Downtown,2026,6,,71,2,0,7464,0,2025,2,1,9.6,455154
942,Green Valley,1004,3,2.5,1,2,0,8092,0,2023,12,8,1.6,231540
776,Downtown,1736,4,2,40,0,0,10047,0,2026,9,4,7.1,418157
773,Downtown,1796,3,2,62,2,0,6631,0,2025,2,8,13.2,415706
805,DOWNTOWN  ,1842,3,2,30,2,0,5529,0,2025,3,3,3.3,433788
590,Green Valley,3044,4,2,60,2,0,8496,0,2024,8,8,9.6,414884
594,Old Town,2122,5,3,61,0,0,3247,0,2022,10,2,18.2,216021
698,Downtown,1981,2,2.5,76,1,0,5706,0,2026,10,9,3.6,460290
431,Green Valley,1643,6,3,6,2,0,3721,0,2026,9,,5.6,261643
176,Lakeside,1599,3,3,41,0,0,4545,0,2022,2,5,3.6,357364
783,Lakeside,1686,2,2.5,75,2,0,12110,0,2024,11,8,0.8,388554
755,West End,2589,3,2,53,2,0,5251,0,2026,4,3,15.9,393612
529,Hillcrest,2760,6,2,69,2,0,8323,0,2024,10,8,4.6,473344
1046,West End,1617,2,3,78,2,0,4131,1,2023,7,10,0.5,266998
714,Green Valley,3477,4,2,36,1,1,3371,0,2024,11,2,6.8,468577
681,Hillcrest,1881,4,3,75,1,0,5476,0,2023,1,10,17.7,272572
798,Green Valley,1602,4,2,48,1,0,5232,0,2026,6,6,11.9,286781
767,Downtown,606,3,3,8,3,0,5462,1,2025,7,10,4.9,293880
1078,Downtown,3137,2,2.5,51,2,1,3708,1,2023,6,4,8.2,657195
479,Hillcrest,1429,2,3,47,0,0,10014,0,2023,2,8,8.9,247566
376,Lakeside,2222,3,3,61,1,0,6838,0,2025,1,6,0.5,471253
1179,Hillcrest,2134,2,2,41,0,1,2940,0,2023,9,6,14.8,348066
60,Downtown,2543,4,2.5,70,1,0,7643,0,2025,8,2,4.3,549246
14,Green Valley,1013,3,2.5,26,1,0,7553,0,2025,7,4,28.6,187419
614,Downtown,2095,2,1.5,41,1,0,8053,1,2023,9,4,4.9,460674
568,Old Town,1955,3,3,11,2,0,5490,0,2023,10,2,2.4,297981
966,Old Town,2406,2,2,68,2,0,1448,0,2024,6,10,7.1,289408
834,Hillcrest,2293,6,2,27,0,0,4529,0,2023,4,3,1.9,359736
706,Downtown,1716,6,1,31,1,1,1832,0,2026,10,3,5.6,421157
898,West End,1975,3,1,0,3,0,2067,0,2025,2,10,20.4,352921
92,West End,1764,3,2.5,7,2,1,1590,0,2022,3,3,1.6,295906
554,Green Valley,966,1,2,41,1,0,2239,0,2026,7,10,1.1,174934
323,Lakeside,1070,4,1.5,2,1,0,5728,1,2026,8,2,10.3,311171
394,West End,2825,2,3,16,0,0,6286,0,2026,3,6,7,435701
332,North Ridge,1439,4,2,51,1,0,5531,0,2025,12,,5.9,303788
967,Lakeside,878,2,2,17,1,1,3056,0,2024,7,5,2.1,240936
901,Lakeside,2150,3,3,20,2,0,7527,0,2026,2,10,8.9,511517
4,Hillcrest,2171,4,1,15,3,0,7396,1,2025,7,6,8.5,386706
458,Hillcrest,400,3,2,32,2,0,10149,0,2026,6,3,5,126519
444,Hillcrest,2261,3,1,15,1,0,9465,0,2024,1,2,3.3,371025
1001,Hillcrest,2594,3,2,43,1,0,6473,1,2025,3,5,11.6,419602
1007,Downtown,3025,2,2,17,2,0,,0,2026,8,5,1.5,666996
572,Downtown,1776,2,2,10,0,0,6279,0,2025,1,8,6.6,407988
